gene_id	gene_name
ENSG00000114854	TNNC1
ENSG00000114857	NKTR
ENSG00000114859	CLCN2
ENSG00000114861	FOXP1
ENSG00000114867	EIF4G1
ENSG00000114902	SPCS1
ENSG00000114904	NEK4
ENSG00000114933	INO80D
ENSG00000114942	EEF1B2
ENSG00000114956	DGUOK
ENSG00000114978	MOB1A
ENSG00000114982	KANSL3
ENSG00000114988	LMAN2L
ENSG00000114993	RTKN
ENSG00000114999	TTL
ENSG00000115020	PIKFYVE
ENSG00000115042	FAHD2A
ENSG00000115053	NCL
ENSG00000115073	ACTR1B
ENSG00000115084	SLC35F5
ENSG00000115091	ACTR3
ENSG00000115107	STEAP3
ENSG00000115109	EPB41L5
ENSG00000115128	SF3B6
ENSG00000115129	TP53I3
ENSG00000115137	DNAJC27
ENSG00000115145	STAM2
ENSG00000115159	GPD2
ENSG00000115163	CENPA
ENSG00000115170	ACVR1
ENSG00000115183	TANC1
ENSG00000115204	MPV17
ENSG00000115207	GTF3C2
ENSG00000115211	EIF2B4
ENSG00000115216	NRBP1
ENSG00000115221	ITGB6
ENSG00000115233	PSMD14
ENSG00000115234	SNX17
ENSG00000115239	ASB3
ENSG00000115241	PPM1G
ENSG00000115255	REEP6
ENSG00000115257	PCSK4
ENSG00000115267	IFIH1
ENSG00000115268	RPS15
ENSG00000115271	GCA
ENSG00000115275	MOGS
ENSG00000115282	TTC31
ENSG00000115286	NDUFS7
ENSG00000115289	PCGF1
ENSG00000115290	GRB14
ENSG00000115306	SPTBN1
ENSG00000115307	AUP1
ENSG00000115310	RTN4
ENSG00000115317	HTRA2
ENSG00000115325	DOK1
ENSG00000115339	GALNT3
ENSG00000115350	POLE4
ENSG00000115355	CCDC88A
ENSG00000115364	MRPL19
ENSG00000115365	LANCL1
ENSG00000115368	WDR75
ENSG00000115380	EFEMP1
ENSG00000115392	FANCL
ENSG00000115414	FN1
ENSG00000115415	STAT1
ENSG00000115419	GLS
ENSG00000115421	PAPOLG
ENSG00000115425	PECR
ENSG00000115446	UNC50
ENSG00000115457	IGFBP2
ENSG00000115459	ELMOD3
ENSG00000115461	IGFBP5
ENSG00000115464	USP34
ENSG00000115468	EFHD1
ENSG00000115474	KCNJ13
ENSG00000115484	CCT4
ENSG00000115486	GGCX
ENSG00000115504	EHBP1
ENSG00000115514	TXNDC9
ENSG00000115520	COQ10B
ENSG00000115524	SF3B1
ENSG00000115526	CHST10
ENSG00000115539	PDCL3
ENSG00000115540	MOB4
ENSG00000115541	HSPE1
ENSG00000115548	KDM3A
ENSG00000115556	PLCD4
ENSG00000115561	CHMP3
ENSG00000115568	ZNF142
ENSG00000115594	IL1R1
ENSG00000115616	SLC9A2
ENSG00000115641	FHL2
ENSG00000115648	MLPH
ENSG00000115649	CNPPD1
ENSG00000115652	UXS1
ENSG00000115657	ABCB6
ENSG00000115661	STK16
ENSG00000115677	HDLBP
ENSG00000115685	PPP1R7
ENSG00000115687	PASK
ENSG00000115694	STK25
ENSG00000115705	TPO
ENSG00000115738	ID2
ENSG00000115750	TAF1B
ENSG00000115756	HPCAL1
ENSG00000115758	ODC1
ENSG00000115760	BIRC6
ENSG00000115761	NOL10
ENSG00000115762	PLEKHB2
ENSG00000115806	GORASP2
ENSG00000115808	STRN
ENSG00000115816	CEBPZ
ENSG00000115825	PRKD3
ENSG00000115827	DCAF17
ENSG00000115839	RAB3GAP1
ENSG00000115840	SLC25A12
ENSG00000115841	RMDN2
ENSG00000115844	DLX2
ENSG00000115866	DARS1
ENSG00000115875	SRSF7
ENSG00000115884	SDC1
ENSG00000115902	SLC1A4
ENSG00000115904	SOS1
ENSG00000115919	KYNU
ENSG00000115942	ORC2
ENSG00000115944	COX7A2L
ENSG00000115946	PNO1
ENSG00000115947	ORC4
ENSG00000115963	RND3
ENSG00000115966	ATF2
ENSG00000115970	THADA
ENSG00000115977	AAK1
ENSG00000115993	TRAK2
ENSG00000115998	C2orf42
ENSG00000116001	TIA1
ENSG00000116005	PCYOX1
ENSG00000116016	EPAS1
ENSG00000116017	ARID3A
ENSG00000116030	SUMO1
ENSG00000116044	NFE2L2
ENSG00000116062	MSH6
ENSG00000116095	PLEKHA3
ENSG00000116096	SPR
ENSG00000116106	EPHA4
ENSG00000116117	PARD3B
ENSG00000116120	FARSB
ENSG00000116127	ALMS1
ENSG00000116128	BCL9
ENSG00000116133	DHCR24
ENSG00000116138	DNAJC16
ENSG00000116151	MORN1
ENSG00000116161	CACYBP
ENSG00000116171	SCP2
ENSG00000116191	RALGPS2
ENSG00000116198	CEP104
ENSG00000116199	FAM20B
ENSG00000116205	TCEANC2
ENSG00000116209	TMEM59
ENSG00000116212	LRRC42
ENSG00000116213	WRAP73
ENSG00000116221	MRPL37
ENSG00000116237	ICMT
ENSG00000116251	RPL22
ENSG00000116254	CHD5
ENSG00000116260	QSOX1
ENSG00000116266	STXBP3
ENSG00000116273	PHF13
ENSG00000116285	ERRFI1
ENSG00000116288	PARK7
ENSG00000116299	ELAPOR1
ENSG00000116337	AMPD2
ENSG00000116350	SRSF4
ENSG00000116353	MECR
ENSG00000116396	KCNC4
ENSG00000116406	EDEM3
ENSG00000116455	WDR77
ENSG00000116459	ATP5PB
ENSG00000116473	RAP1A
ENSG00000116478	HDAC1
ENSG00000116489	CAPZA1
ENSG00000116497	S100PBP
ENSG00000116514	RNF19B
ENSG00000116521	SCAMP3
ENSG00000116525	TRIM62
ENSG00000116539	ASH1L
ENSG00000116560	SFPQ
ENSG00000116580	GON4L
ENSG00000116584	ARHGEF2
ENSG00000116586	LAMTOR2
ENSG00000116604	MEF2D
ENSG00000116641	DOCK7
ENSG00000116649	SRM
ENSG00000116661	FBXO2
ENSG00000116663	FBXO6
ENSG00000116667	C1orf21
ENSG00000116668	SWT1
ENSG00000116670	MAD2L2
ENSG00000116675	DNAJC6
ENSG00000116678	LEPR
ENSG00000116679	IVNS1ABP
ENSG00000116685	KIAA2013
ENSG00000116688	MFN2
ENSG00000116691	MIIP
ENSG00000116698	SMG7
ENSG00000116701	NCF2
ENSG00000116704	SLC35D1
ENSG00000116711	PLA2G4A
ENSG00000116731	PRDM2
ENSG00000116747	RO60
ENSG00000116750	UCHL5
ENSG00000116752	BCAS2
ENSG00000116754	SRSF11
ENSG00000116761	CTH
ENSG00000116771	AGMAT
ENSG00000116774	OLFML3
ENSG00000116785	CFHR3
ENSG00000116786	PLEKHM2
ENSG00000116791	CRYZ
ENSG00000116793	PHTF1
ENSG00000116809	ZBTB17
ENSG00000116815	CD58
ENSG00000116830	TTF2
ENSG00000116833	NR5A2
ENSG00000116857	TMEM9
ENSG00000116863	ADPRS
ENSG00000116871	MAP7D1
ENSG00000116874	WARS2
ENSG00000116885	OSCP1
ENSG00000116898	MRPS15
ENSG00000116903	EXOC8
ENSG00000116906	GNPAT
ENSG00000116918	TSNAX
ENSG00000116922	C1orf109
ENSG00000116954	RRAGC
ENSG00000116977	LGALS8
ENSG00000116984	MTR
ENSG00000116985	BMP8B
ENSG00000116990	MYCL
ENSG00000116991	SIPA1L2
ENSG00000117000	RLF
ENSG00000117009	KMO
ENSG00000117010	ZNF684
ENSG00000117016	RIMS3
ENSG00000117036	ETV3
ENSG00000117054	ACADM
ENSG00000117114	ADGRL2
ENSG00000117115	PADI2
ENSG00000117118	SDHB
ENSG00000117122	MFAP2
ENSG00000117133	RPF1
ENSG00000117139	KDM5B
ENSG00000117143	UAP1
ENSG00000117151	CTBS
ENSG00000117153	KLHL12
ENSG00000117155	SSX2IP
ENSG00000117174	ZNHIT6
ENSG00000117222	RBBP5
ENSG00000117228	GBP1
ENSG00000117262	GPR89A
ENSG00000117266	CDK18
ENSG00000117280	RAB29
ENSG00000117298	ECE1
ENSG00000117305	HMGCL
ENSG00000117308	GALE
ENSG00000117318	ID3
ENSG00000117335	CD46
ENSG00000117360	PRPF3
ENSG00000117362	APH1A
ENSG00000117385	P3H1
ENSG00000117394	SLC2A1
ENSG00000117395	EBNA1BP2
ENSG00000117399	CDC20
ENSG00000117407	ARTN
ENSG00000117408	IPO13
ENSG00000117410	ATP6V0B
ENSG00000117411	B4GALT2
ENSG00000117419	ERI3
ENSG00000117448	AKR1A1
ENSG00000117450	PRDX1
ENSG00000117461	PIK3R3
ENSG00000117472	TSPAN1
ENSG00000117475	BLZF1
ENSG00000117479	SLC19A2
ENSG00000117480	FAAH
ENSG00000117481	NSUN4
ENSG00000117500	TMED5
ENSG00000117505	DR1
ENSG00000117519	CNN3
ENSG00000117523	PRRC2C
ENSG00000117525	F3
ENSG00000117528	ABCD3
ENSG00000117533	VAMP4
ENSG00000117543	DPH5
ENSG00000117569	PTBP2
ENSG00000117592	PRDX6
ENSG00000117593	DARS2
ENSG00000117595	IRF6
ENSG00000117597	UTP25
ENSG00000117602	RCAN3
ENSG00000117614	SYF2
ENSG00000117616	RSRP1
ENSG00000117620	SLC35A3
ENSG00000117625	RCOR3
ENSG00000117632	STMN1
ENSG00000117640	MTFR1L
ENSG00000117643	MAN1C1
ENSG00000117650	NEK2
ENSG00000117676	RPS6KA1
ENSG00000117682	DHDDS
ENSG00000117691	NENF
ENSG00000117697	NSL1
ENSG00000117713	ARID1A
ENSG00000117724	CENPF
ENSG00000117748	RPA2
ENSG00000117751	PPP1R8
ENSG00000117758	STX12
ENSG00000117791	MTARC2
ENSG00000117859	OSBPL9
ENSG00000117862	TXNDC12
ENSG00000117868	ESYT2
ENSG00000117877	CD3EAP
ENSG00000117899	MESD
ENSG00000117906	RCN2
ENSG00000117984	CTSD
ENSG00000118007	STAG1
ENSG00000118046	STK11
ENSG00000118058	KMT2A
ENSG00000118096	IFT46
ENSG00000118162	KPTN
ENSG00000118181	RPS25
ENSG00000118193	KIF14
ENSG00000118197	DDX59
ENSG00000118200	CAMSAP2
ENSG00000118217	ATF6
ENSG00000118242	MREG
ENSG00000118246	FASTKD2
ENSG00000118260	CREB1
ENSG00000118263	KLF7
ENSG00000118276	B4GALT6
ENSG00000118307	CASC1
ENSG00000118322	ATP10B
ENSG00000118363	SPCS2
ENSG00000118369	USP35
ENSG00000118402	ELOVL4
ENSG00000118412	CASP8AP2
ENSG00000118418	HMGN3
ENSG00000118420	UBE3D
ENSG00000118454	ANKRD13C
ENSG00000118482	PHF3
ENSG00000118496	FBXO30
ENSG00000118507	AKAP7
ENSG00000118508	RAB32
ENSG00000118513	MYB
ENSG00000118518	RNF146
ENSG00000118564	FBXL5
ENSG00000118579	MED28
ENSG00000118600	RXYLT1
ENSG00000118620	ZNF430
ENSG00000118640	VAMP8
ENSG00000118655	DCLRE1B
ENSG00000118680	MYL12B
ENSG00000118689	FOXO3
ENSG00000118690	ARMC2
ENSG00000118705	RPN2
ENSG00000118707	TGIF2
ENSG00000118762	PKD2
ENSG00000118816	CCNI
ENSG00000118855	MFSD1
ENSG00000118873	RAB3GAP2
ENSG00000118894	EEF2KMT
ENSG00000118898	PPL
ENSG00000118900	UBN1
ENSG00000118922	KLF12
ENSG00000118939	UCHL3
ENSG00000118960	HS1BP3
ENSG00000118961	LDAH
ENSG00000118965	WDR35
ENSG00000118985	ELL2
ENSG00000118997	DNAH7
ENSG00000119004	CYP20A1
ENSG00000119013	NDUFB3
ENSG00000119041	GTF3C3
ENSG00000119042	SATB2
ENSG00000119048	UBE2B
ENSG00000119138	KLF9
ENSG00000119139	TJP2
ENSG00000119185	ITGB1BP1
ENSG00000119203	CPSF3
ENSG00000119227	PIGZ
ENSG00000119231	SENP5
ENSG00000119242	CCDC92
ENSG00000119280	C1orf198
ENSG00000119285	HEATR1
ENSG00000119314	PTBP3
ENSG00000119318	RAD23B
ENSG00000119321	FKBP15
ENSG00000119326	CTNNAL1
ENSG00000119328	ABITRAM
ENSG00000119333	WDR34
ENSG00000119335	SET
ENSG00000119383	PTPA
ENSG00000119392	GLE1
ENSG00000119396	RAB14
ENSG00000119397	CNTRL
ENSG00000119401	TRIM32
ENSG00000119402	FBXW2
ENSG00000119403	PHF19
ENSG00000119408	NEK6
ENSG00000119411	BSPRY
ENSG00000119414	PPP6C
ENSG00000119421	NDUFA8
ENSG00000119431	HDHD3
ENSG00000119446	RBM18
ENSG00000119471	HSDL2
ENSG00000119487	MAPKAP1
ENSG00000119509	INVS
ENSG00000119514	GALNT12
ENSG00000119522	DENND1A
ENSG00000119523	ALG2
ENSG00000119537	KDSR
ENSG00000119541	VPS4B
ENSG00000119547	ONECUT2
ENSG00000119559	C19orf25
ENSG00000119574	ZBTB45
ENSG00000119596	YLPM1
ENSG00000119599	DCAF4
ENSG00000119616	FCF1
ENSG00000119632	IFI27L2
ENSG00000119636	BBOF1
ENSG00000119638	NEK9
ENSG00000119640	ACYP1
ENSG00000119650	IFT43
ENSG00000119655	NPC2
ENSG00000119661	DNAL1
ENSG00000119669	IRF2BPL
ENSG00000119673	ACOT2
ENSG00000119681	LTBP2
ENSG00000119682	AREL1
ENSG00000119684	MLH3
ENSG00000119685	TTLL5
ENSG00000119686	FLVCR2
ENSG00000119688	ABCD4
ENSG00000119689	DLST
ENSG00000119698	PPP4R4
ENSG00000119699	TGFB3
ENSG00000119703	ZC2HC1C
ENSG00000119705	SLIRP
ENSG00000119707	RBM25
ENSG00000119711	ALDH6A1
ENSG00000119718	EIF2B2
ENSG00000119720	NRDE2
ENSG00000119723	COQ6
ENSG00000119725	ZNF410
ENSG00000119729	RHOQ
ENSG00000119760	SUPT7L
ENSG00000119772	DNMT3A
ENSG00000119777	TMEM214
ENSG00000119778	ATAD2B
ENSG00000119787	ATL2
ENSG00000119801	YPEL5
ENSG00000119812	FAM98A
ENSG00000119820	YIPF4
ENSG00000119844	AFTPH
ENSG00000119862	LGALSL
ENSG00000119878	CRIPT
ENSG00000119888	EPCAM
ENSG00000119899	SLC17A5
ENSG00000119900	OGFRL1
ENSG00000119906	SLF2
ENSG00000119912	IDE
ENSG00000119915	ELOVL3
ENSG00000119922	IFIT2
ENSG00000119927	GPAM
ENSG00000119929	CUTC
ENSG00000119943	PYROXD2
ENSG00000119950	MXI1
ENSG00000119953	SMNDC1
ENSG00000119965	C10orf88
ENSG00000119969	HELLS
ENSG00000119977	TCTN3
ENSG00000119979	DENND10
ENSG00000119986	AVPI1
ENSG00000120008	WDR11
ENSG00000120029	ARMH3
ENSG00000120053	GOT1
ENSG00000120063	GNA13
ENSG00000120071	KANSL1
ENSG00000120093	HOXB3
ENSG00000120129	DUSP1
ENSG00000120137	PANK3
ENSG00000120149	MSX2
ENSG00000120158	RCL1
ENSG00000120159	CAAP1
ENSG00000120162	MOB3B
ENSG00000120253	NUP43
ENSG00000120254	MTHFD1L
ENSG00000120256	LRP11
ENSG00000120262	CCDC170
ENSG00000120265	PCMT1
ENSG00000120306	CYSTM1
ENSG00000120314	WDR55
ENSG00000120322	PCDHB8
ENSG00000120324	PCDHB10
ENSG00000120327	PCDHB14
ENSG00000120328	PCDHB12
ENSG00000120333	MRPS14
ENSG00000120334	CENPL
ENSG00000120370	GORAB
ENSG00000120437	ACAT2
ENSG00000120438	TCP1
ENSG00000120451	SNX19
ENSG00000120458	MSANTD2
ENSG00000120509	PDZD11
ENSG00000120519	SLC10A7
ENSG00000120526	NUDCD1
ENSG00000120533	ENY2
ENSG00000120539	MASTL
ENSG00000120549	KIAA1217
ENSG00000120594	PLXDC2
ENSG00000120616	EPC1
ENSG00000120647	CCDC77
ENSG00000120656	TAF12
ENSG00000120658	ENOX1
ENSG00000120662	MTRF1
ENSG00000120675	DNAJC15
ENSG00000120685	PROSER1
ENSG00000120686	UFM1
ENSG00000120688	WBP4
ENSG00000120690	ELF1
ENSG00000120693	SMAD9
ENSG00000120694	HSPH1
ENSG00000120696	KBTBD7
ENSG00000120697	ALG5
ENSG00000120699	EXOSC8
ENSG00000120705	ETF1
ENSG00000120709	FAM53C
ENSG00000120725	SIL1
ENSG00000120727	PAIP2
ENSG00000120733	KDM3B
ENSG00000120742	SERP1
ENSG00000120756	PLS1
ENSG00000120784	ZFP30
ENSG00000120798	NR2C1
ENSG00000120800	UTP20
ENSG00000120802	TMPO
ENSG00000120805	ARL1
ENSG00000120820	GLT8D2
ENSG00000120832	MTERF2
ENSG00000120833	SOCS2
ENSG00000120837	NFYB
ENSG00000120860	WASHC3
ENSG00000120868	APAF1
ENSG00000120875	DUSP4
ENSG00000120885	CLU
ENSG00000120889	TNFRSF10B
ENSG00000120896	SORBS3
ENSG00000120899	PTK2B
ENSG00000120910	PPP3CC
ENSG00000120913	PDLIM2
ENSG00000120915	EPHX2
ENSG00000120925	RNF170
ENSG00000120942	UBIAD1
ENSG00000120948	TARDBP
ENSG00000120963	ZNF706
ENSG00000120992	LYPLA1
ENSG00000121005	CRISPLD1
ENSG00000121022	COPS5
ENSG00000121039	RDH10
ENSG00000121057	AKAP1
ENSG00000121058	COIL
ENSG00000121060	TRIM25
ENSG00000121064	SCPEP1
ENSG00000121067	SPOP
ENSG00000121068	TBX2
ENSG00000121073	SLC35B1
ENSG00000121104	FAM117A
ENSG00000121152	NCAPH
ENSG00000121210	TMEM131L
ENSG00000121236	TRIM6
ENSG00000121270	ABCC11
ENSG00000121274	TENT4B
ENSG00000121289	CEP89
ENSG00000121310	ECHDC2
ENSG00000121316	PLBD1
ENSG00000121350	PYROXD1
ENSG00000121390	PSPC1
ENSG00000121406	ZNF549
ENSG00000121413	ZSCAN18
ENSG00000121417	ZNF211
ENSG00000121440	PDZRN3
ENSG00000121454	LHX4
ENSG00000121481	RNF2
ENSG00000121486	TRMT1L
ENSG00000121542	SEC22A
ENSG00000121578	B4GALT4
ENSG00000121579	NAA50
ENSG00000121621	KIF18A
ENSG00000121644	DESI2
ENSG00000121653	MAPK8IP1
ENSG00000121671	CRY2
ENSG00000121680	PEX16
ENSG00000121691	CAT
ENSG00000121716	PILRB
ENSG00000121741	ZMYM2
ENSG00000121749	TBC1D15
ENSG00000121753	ADGRB2
ENSG00000121766	ZCCHC17
ENSG00000121774	KHDRBS1
ENSG00000121775	TMEM39B
ENSG00000121851	POLR3GL
ENSG00000121858	TNFSF10
ENSG00000121864	ZNF639
ENSG00000121879	PIK3CA
ENSG00000121892	PDS5A
ENSG00000121897	LIAS
ENSG00000121900	TMEM54
ENSG00000121903	ZSCAN20
ENSG00000121931	LRIF1
ENSG00000121940	CLCC1
ENSG00000121957	GPSM2
ENSG00000121964	GTDC1
ENSG00000121988	ZRANB3
ENSG00000121989	ACVR2A
ENSG00000122008	POLK
ENSG00000122026	RPL21
ENSG00000122033	MTIF3
ENSG00000122034	GTF3A
ENSG00000122042	UBL3
ENSG00000122068	FYTTD1
ENSG00000122085	MTERF4
ENSG00000122126	OCRL
ENSG00000122140	MRPS2
ENSG00000122176	FMOD
ENSG00000122203	KIAA1191
ENSG00000122218	COPA
ENSG00000122257	RBBP6
ENSG00000122299	ZC3H7A
ENSG00000122335	SERAC1
ENSG00000122359	ANXA11
ENSG00000122376	SHLD2
ENSG00000122378	PRXL2A
ENSG00000122386	ZNF205
ENSG00000122390	NAA60
ENSG00000122406	RPL5
ENSG00000122417	ODF2L
ENSG00000122435	TRMT13
ENSG00000122481	RWDD3
ENSG00000122482	ZNF644
ENSG00000122483	CCDC18
ENSG00000122484	RPAP2
ENSG00000122490	SLC66A2
ENSG00000122507	BBS9
ENSG00000122512	PMS2
ENSG00000122515	ZMIZ2
ENSG00000122545	SEPTIN7
ENSG00000122550	KLHL7
ENSG00000122557	HERPUD2
ENSG00000122565	CBX3
ENSG00000122566	HNRNPA2B1
ENSG00000122591	FAM126A
ENSG00000122642	FKBP9
ENSG00000122643	NT5C3A
ENSG00000122644	ARL4A
ENSG00000122674	CCZ1
ENSG00000122678	POLM
ENSG00000122692	SMU1
ENSG00000122696	SLC25A51
ENSG00000122705	CLTA
ENSG00000122729	ACO1
ENSG00000122735	DNAI1
ENSG00000122741	DCAF10
ENSG00000122778	KIAA1549
ENSG00000122779	TRIM24
ENSG00000122783	CYREN
ENSG00000122786	CALD1
ENSG00000122862	SRGN
ENSG00000122863	CHST3
ENSG00000122873	CISD1
ENSG00000122882	ECD
ENSG00000122884	P4HA1
ENSG00000122912	SLC25A16
ENSG00000122952	ZWINT
ENSG00000122958	VPS26A
ENSG00000122965	RBM19
ENSG00000122966	CIT
ENSG00000122970	IFT81
ENSG00000122971	ACADS
ENSG00000123064	DDX54
ENSG00000123066	MED13L
ENSG00000123080	CDKN2C
ENSG00000123091	RNF11
ENSG00000123094	RASSF8
ENSG00000123104	ITPR2
ENSG00000123106	CCDC91
ENSG00000123124	WWP1
ENSG00000123130	ACOT9
ENSG00000123131	PRDX4
ENSG00000123136	DDX39A
ENSG00000123143	PKN1
ENSG00000123144	TRIR
ENSG00000123146	ADGRE5
ENSG00000123154	WDR83
ENSG00000123159	GIPC1
ENSG00000123178	SPRYD7
ENSG00000123179	EBPL
ENSG00000123191	ATP7B
ENSG00000123200	ZC3H13
ENSG00000123213	NLN
ENSG00000123219	CENPK
ENSG00000123240	OPTN
ENSG00000123268	ATF1
ENSG00000123297	TSFM
ENSG00000123349	PFDN5
ENSG00000123352	SPATS2
ENSG00000123353	ORMDL2
ENSG00000123358	NR4A1
ENSG00000123364	HOXC13
ENSG00000123374	CDK2
ENSG00000123384	LRP1
ENSG00000123388	HOXC11
ENSG00000123395	ATG101
ENSG00000123411	IKZF4
ENSG00000123415	SMUG1
ENSG00000123416	TUBA1B
ENSG00000123427	EEF1AKMT3
ENSG00000123444	KBTBD4
ENSG00000123472	ATPAF1
ENSG00000123473	STIL
ENSG00000123485	HJURP
ENSG00000123505	AMD1
ENSG00000123545	NDUFAF4
ENSG00000123552	USP45
ENSG00000123562	MORF4L2
ENSG00000123570	RAB9B
ENSG00000123572	NRK
ENSG00000123575	FAM199X
ENSG00000123595	RAB9A
ENSG00000123600	METTL8
ENSG00000123607	TTC21B
ENSG00000123609	NMI
ENSG00000123636	BAZ2B
ENSG00000123643	SLC36A1
ENSG00000123684	LPGAT1
ENSG00000123728	RAP2C
ENSG00000123737	EXOSC9
ENSG00000123739	PLA2G12A
ENSG00000123815	COQ8B
ENSG00000123836	PFKFB2
ENSG00000123843	C4BPB
ENSG00000123870	ZNF137P
ENSG00000123892	RAB38
ENSG00000123908	AGO2
ENSG00000123933	MXD4
ENSG00000123975	CKS2
ENSG00000123983	ACSL3
ENSG00000123989	CHPF
ENSG00000123992	DNPEP
ENSG00000124006	OBSL1
ENSG00000124067	SLC12A4
ENSG00000124074	ENKD1
ENSG00000124098	FAM210B
ENSG00000124104	SNX21
ENSG00000124120	TTPAL
ENSG00000124126	PREX1
ENSG00000124143	ARHGAP40
ENSG00000124145	SDC4
ENSG00000124151	NCOA3
ENSG00000124155	PIGT
ENSG00000124160	NCOA5
ENSG00000124164	VAPB
ENSG00000124171	PARD6B
ENSG00000124172	ATP5F1E
ENSG00000124177	CHD6
ENSG00000124181	PLCG1
ENSG00000124193	SRSF6
ENSG00000124198	ARFGEF2
ENSG00000124201	ZNFX1
ENSG00000124207	CSE1L
ENSG00000124209	RAB22A
ENSG00000124214	STAU1
ENSG00000124217	MOCS3
ENSG00000124222	STX16
ENSG00000124225	PMEPA1
ENSG00000124226	RNF114
ENSG00000124228	DDX27
ENSG00000124243	BCAS4
ENSG00000124275	MTRR
ENSG00000124279	FASTKD3
ENSG00000124299	PEPD
ENSG00000124313	IQSEC2
ENSG00000124333	VAMP7
ENSG00000124343	XG
ENSG00000124356	STAMBP
ENSG00000124357	NAGK
ENSG00000124370	MCEE
ENSG00000124374	PAIP2B
ENSG00000124380	SNRNP27
ENSG00000124383	MPHOSPH10
ENSG00000124406	ATP8A1
ENSG00000124422	USP22
ENSG00000124429	POF1B
ENSG00000124444	ZNF576
ENSG00000124459	ZNF45
ENSG00000124466	LYPD3
ENSG00000124486	USP9X
ENSG00000124496	TRERF1
ENSG00000124507	PACSIN1
ENSG00000124508	BTN2A2
ENSG00000124523	SIRT5
ENSG00000124532	MRS2
ENSG00000124535	WRNIP1
ENSG00000124541	RRP36
ENSG00000124549	BTN2A3P
ENSG00000124562	SNRPC
ENSG00000124570	SERPINB6
ENSG00000124571	XPO5
ENSG00000124574	ABCC10
ENSG00000124575	H1-3
ENSG00000124587	PEX6
ENSG00000124588	NQO2
ENSG00000124593	AL365205.1
ENSG00000124596	OARD1
ENSG00000124608	AARS2
ENSG00000124613	ZNF391
ENSG00000124614	RPS10
ENSG00000124615	MOCS1
ENSG00000124641	MED20
ENSG00000124659	TBCC
ENSG00000124664	SPDEF
ENSG00000124688	MAD2L1BP
ENSG00000124702	KLHDC3
ENSG00000124713	GNMT
ENSG00000124733	MEA1
ENSG00000124743	KLHL31
ENSG00000124749	COL21A1
ENSG00000124762	CDKN1A
ENSG00000124766	SOX4
ENSG00000124767	GLO1
ENSG00000124782	RREB1
ENSG00000124783	SSR1
ENSG00000124784	RIOK1
ENSG00000124786	SLC35B3
ENSG00000124787	RPP40
ENSG00000124788	ATXN1
ENSG00000124789	NUP153
ENSG00000124795	DEK
ENSG00000124802	EEF1E1
ENSG00000124813	RUNX2
ENSG00000124831	LRRFIP1
ENSG00000124839	RAB17
ENSG00000124920	MYRF
ENSG00000124942	AHNAK
ENSG00000125037	EMC3
ENSG00000125107	CNOT1
ENSG00000125124	BBS2
ENSG00000125148	MT2A
ENSG00000125149	C16orf70
ENSG00000125166	GOT2
ENSG00000125170	DOK4
ENSG00000125247	TMTC4
ENSG00000125249	RAP2A
ENSG00000125266	EFNB2
ENSG00000125304	TM9SF2
ENSG00000125319	HROB
ENSG00000125347	IRF1
ENSG00000125351	UPF3B
ENSG00000125352	RNF113A
ENSG00000125354	SEPTIN6
ENSG00000125356	NDUFA1
ENSG00000125375	DMAC2L
ENSG00000125378	BMP4
ENSG00000125386	FAM193A
ENSG00000125388	GRK4
ENSG00000125398	SOX9
ENSG00000125430	HS3ST3B1
ENSG00000125434	SLC25A35
ENSG00000125445	MRPS7
ENSG00000125447	GGA3
ENSG00000125449	ARMC7
ENSG00000125450	NUP85
ENSG00000125454	SLC25A19
ENSG00000125457	MIF4GD
ENSG00000125458	NT5C
ENSG00000125459	MSTO1
ENSG00000125482	TTF1
ENSG00000125484	GTF3C4
ENSG00000125485	DDX31
ENSG00000125503	PPP1R12C
ENSG00000125505	MBOAT7
ENSG00000125520	SLC2A4RG
ENSG00000125534	PPDPF
ENSG00000125611	CHCHD5
ENSG00000125629	INSIG2
ENSG00000125630	POLR1B
ENSG00000125633	CCDC93
ENSG00000125637	PSD4
ENSG00000125648	SLC25A23
ENSG00000125650	PSPN
ENSG00000125651	GTF2F1
ENSG00000125652	ALKBH7
ENSG00000125656	CLPP
ENSG00000125676	THOC2
ENSG00000125686	MED1
ENSG00000125691	RPL23
ENSG00000125703	ATG4C
ENSG00000125730	C3
ENSG00000125731	SH2D3A
ENSG00000125733	TRIP10
ENSG00000125734	GPR108
ENSG00000125741	OPA3
ENSG00000125743	SNRPD2
ENSG00000125744	RTN2
ENSG00000125746	EML2
ENSG00000125753	VASP
ENSG00000125755	SYMPK
ENSG00000125772	GPCPD1
ENSG00000125779	PANK2
ENSG00000125812	GZF1
ENSG00000125814	NAPB
ENSG00000125817	CENPB
ENSG00000125818	PSMF1
ENSG00000125820	NKX2-2
ENSG00000125821	DTD1
ENSG00000125826	RBCK1
ENSG00000125827	TMX4
ENSG00000125834	STK35
ENSG00000125835	SNRPB
ENSG00000125841	NRSN2
ENSG00000125843	AP5S1
ENSG00000125844	RRBP1
ENSG00000125846	ZNF133
ENSG00000125848	FLRT3
ENSG00000125850	OVOL2
ENSG00000125863	MKKS
ENSG00000125864	BFSP1
ENSG00000125868	DSTN
ENSG00000125870	SNRPB2
ENSG00000125871	MGME1
ENSG00000125875	TBC1D20
ENSG00000125877	ITPA
ENSG00000125879	OTOR
ENSG00000125885	MCM8
